report.txt

####################################################################################################################################

-Laps report:
--Laps count: 14803

######################

--Tracks laptimes stats:

| Track_Name                                                      |   Lap_Counter |   Lap_Mean |   Lap_Max |   Lap_Min |
| ('Porsche 911 GT3 (997)', 'Hockenheim Short')                                                          |       1 |  71.7    |  71.7  |  71.7  |
| ('Porsche 911 GT3 (997)', 'Laguna Seca (Post 1988)')                                                   |       1 |  99.52   |  99.52 |  99.52 |
| ('Porsche 911 GT3 (997)', 'Megara')                                                                    |       1 |  67.4    |  67.4  |  67.4  |
| ('Porsche 911 GT3 (997)', 'Motortrend Figure-8')                                                       |       1 |  24.2    |  24.2  |  24.2  |
| ('Porsche 911 GT3 (997)', 'Nikko')                                                                     |       1 |  43.45   |  43.45 |  43.45 |
| ('Porsche 911 GT3 (997)', 'Nürburgring Nordschleife Btg')                                              |       1 | 455      | 455    | 455    |
| ('Porsche 911 GT3 (997)', 'Oschersleben')                                                              |       1 | 103.5    | 103.5  | 103.5  |
| ('Porsche 911 GT3 (997)', 'Ring Knutstrop (Conf 2)')                                                   |       1 |  71.5    |  71.5  |  71.5  |
| ('Porsche 911 GT3 (997)', 'Spa Francorchamps')                                                         |       1 | 163      | 163    | 163    |
| ('Porsche 911 GT3 (992)', 'Autocar Dry Handling Track')                                                |       1 |  66.7    |  66.7  |  66.7  |
| ('Porsche 911 GT3 (992)', 'Anneau Du Rhin Short')                                                      |       1 |  56.43   |  56.43 |  56.43 |
| ('Porsche 911 GT3 (992)', 'Anglesey International Gp')                                                 |       1 |  98.1    |  98.1  |  98.1  |
| ('Porsche 911 GT3 ', 'Contidrom (3.8 Km)')                                                             |       1 |  89.34   |  89.34 |  89.34 |
| ('Porsche 911 GT3 ', 'Autoclub Speedway Sportcar')                                                     |       1 | 105.59   | 105.59 | 105.59 |
| ('Porsche 911 GT3 ', 'Balocco')                                                                        |       1 | 165.97   | 165.97 | 165.97 |
| ('Porsche 911 GT3 ', 'Bedford Autodrome West Circuit (06/2008 - 05/2015)')                             |       1 |  83.3    |  83.3  |  83.3  |
| ('Porsche 911 GT3 ', 'Castle Combe')                                                                   |       1 |  71.9    |  71.9  |  71.9  |
| ('Porsche 911 GT3 ', 'Circuit De Nevers Magny-Cours Gp')                                               |       1 | 111.7    | 111.7  | 111.7  |
| ('Porsche 911 GT3 ', 'Circuito Tazio Nuvolari')                                                        |       1 |  85.8    |  85.8  |  85.8  |
| ('Porsche 911 GT3 ', 'Contidrom (3.3 Km)')                                                             |       1 |  96.84   |  96.84 |  96.84 |
| ('Porsche 911 GT3 ', 'Contidrom (3.63 Km)')                                                            |       1 |  92      |  92    |  92    |
| ('Porsche 911 GT3 ', 'Inta')                                                                           |       1 |  67.57   |  67.57 |  67.57 |
| ('Porsche 911 GT3 ', 'Spa Francorchamps')                                                              |       1 | 164.45   | 164.45 | 164.45 |
| ('Porsche 911 GT3 ', 'Le Mans (Bugatti)')                                                              |       1 | 106.82   | 106.82 | 106.82 |
| ('Porsche 911 GT3 ', 'Mendig Afb Circuit')                                                             |       1 | 108.18   | 108.18 | 108.18 |
| ('Porsche 911 GT3 ', 'Miller Motorsports Park')                                                        |       1 | 126.12   | 126.12 | 126.12 |
| ('Porsche 911 GT3 ', 'Mireval')                                                                        |       1 |  94      |  94    |  94    |
| ('Porsche 911 GT3 ', 'Nardo Handling Course')                                                          |       1 | 161.1    | 161.1  | 161.1  |
| ('Porsche 911 GT3 ', 'Ncm Motorsport Park')                                                            |       1 |  92.39   |  92.39 |  92.39 |
| ('Porsche 911 GT3 ', 'Ncm Motorsports Park Grand Full')                                                |       1 | 131.14   | 131.14 | 131.14 |
| ('Porsche 911 GT3 ', 'Pannonia Ring')                                                                  |       1 | 131.6    | 131.6  | 131.6  |
| ('Porsche 911 GT3 ', 'Anneau Du Rhin Short')                                                           |       1 |  59.1    |  59.1  |  59.1  |
| ('Porsche 911 GT3 ', 'Anglesey National')                                                              |       1 |  61.2    |  61.2  |  61.2  |
| ('Porsche 911 GT3 ', 'Anglesey International Gp')                                                      |       1 |  94.96   |  94.96 |  94.96 |
| ('Porsche 911 GT3 ', 'Anglesey Coastal')                                                               |       1 |  73.4    |  73.4  |  73.4  |
| ('Porsche 911 GT2 RS (991)', 'Zhejiang Circuit')                                                       |       1 |  94.25   |  94.25 |  94.25 |
| ('Porsche 911 GT2 RS (997)', 'Bedford Autodrome West Circuit (06/2008 - 05/2015)')                     |       1 |  79.9    |  79.9  |  79.9  |
| ('Porsche 911 GT2 RS (997)', 'Blyton Park Circuit')                                                    |       1 |  61.8    |  61.8  |  61.8  |
| ('Porsche 911 GT2 RS (997)', 'Contidrom (3.8 Km)')                                                     |       1 |  85.72   |  85.72 |  85.72 |
| ('Porsche 911 GT2 RS (997)', 'Fuji Speedway (Post 2005)')                                              |       1 | 110.54   | 110.54 | 110.54 |
| ('Porsche 911 GT2 RS (997)', 'Hockenheim Gp')                                                          |       1 | 109.5    | 109.5  | 109.5  |
| ('Porsche 911 GT2 RS (997)', 'Hockenheim Short')                                                       |       1 |  68.4    |  68.4  |  68.4  |
| ('Porsche 911 GT2 RS (997)', 'Laguna Seca (Post 1988)')                                                |       1 |  95.56   |  95.56 |  95.56 |
| ('Porsche 911 GT2 RS (997)', 'Le Mans (Bugatti)')                                                      |       1 | 107.08   | 107.08 | 107.08 |
| ('Porsche 911 GT2 RS (997)', 'Miller Motorsports Park')                                                |       1 | 122.52   | 122.52 | 122.52 |
| ('Porsche 911 GT2 RS (997)', 'Motortrend Figure-8')                                                    |       1 |  23.2    |  23.2  |  23.2  |
| ('Porsche 911 GT2 RS (997)', 'Nardo Handling Course Conf 2 (2.8 Km)')                                  |       1 |  71.5    |  71.5  |  71.5  |
| ('Porsche 911 GT2 RS (997)', 'Nürburgring Gp Sprint')                                                  |       1 |  99.3    |  99.3  |  99.3  |
| ('Porsche 911 GT2 RS (997)', 'Rockingham International Super Sportscar')                               |       1 |  88.77   |  88.77 |  88.77 |
| ('Porsche 911 GT2 RS (997)', 'Sachsenring')                                                            |       1 |  93.51   |  93.51 |  93.51 |
| ('Porsche 911 GT2 RS (997)', 'Sportauto Wet Handling Test')                                            |       1 |  98.7    |  98.7  |  98.7  |
| ('Porsche 911 GT2 RS (997)', 'Twin Ring Motegi Gp')                                                    |       1 | 129.19   | 129.19 | 129.19 |
| ('Porsche 911 GT3 ', 'Sachsenring')                                                                    |       1 |  91.3    |  91.3  |  91.3  |
| ('Porsche 911 GT3 ', 'Sportauto Wet Handling Test')                                                    |       1 |  89.9    |  89.9  |  89.9  |
| ('Porsche 911 GT3 (992)', 'Anglesey Coastal')                                                          |       1 |  72.8    |  72.8  |  72.8  |
| ('Porsche 911 GT3 (991)', 'Moscow Raceway Gp')                                                         |       1 | 110.14   | 110.14 | 110.14 |
| ('Porsche 911 GT3 (991)', 'Franciacorta')                                                              |       1 |  79.86   |  79.86 |  79.86 |
| ('Porsche 911 GT3 (991)', 'Fuji Speedway (Post 2005)')                                                 |       1 | 113.91   | 113.91 | 113.91 |
| ('Porsche 911 GT3 (991)', 'Hockenheim Gp')                                                             |       1 | 113.9    | 113.9  | 113.9  |
| ('Porsche 911 GT3 (991)', 'Las Vegas Motor Speedway Inside Road Course')                               |       1 |  56.2    |  56.2  |  56.2  |
| ('Porsche 911 GT3 (991)', 'Le Mans (Bugatti)')                                                         |       1 | 108.48   | 108.48 | 108.48 |
| ('Porsche 911 GT3 (991)', 'Madras Motor Race Track')                                                   |       1 | 110.39   | 110.39 | 110.39 |
| ('Porsche 911 GT3 (991)', 'Mendig Afb Circuit')                                                        |       1 | 108.28   | 108.28 | 108.28 |
| ('Porsche 911 GT3 (991)', 'Monza')                                                                     |       1 | 120.92   | 120.92 | 120.92 |
| ('Porsche 911 GT3 (991)', 'Motortrend Figure-8')                                                       |       1 |  22.8    |  22.8  |  22.8  |
| ('Porsche 911 GT3 ', 'Top Gear Track')                                                                 |       1 |  83.1    |  83.1  |  83.1  |
| ('Porsche 911 GT3 (991)', 'Motown Mile')                                                               |       1 |  52.18   |  52.18 |  52.18 |
| ('Porsche 911 GT3 (991)', 'Sachsenring')                                                               |       1 |  92.97   |  92.97 |  92.97 |
| ('Porsche 911 GT3 (991)', 'Snetterton 300')                                                            |       1 | 128.6    | 128.6  | 128.6  |
| ('Porsche 911 GT3 (991)', 'Spring Mountain (Mansell C)')                                               |       1 | 148.76   | 148.76 | 148.76 |
| ('Porsche 911 GT3 (991)', 'Thunderhill Park East')                                                     |       1 | 116.84   | 116.84 | 116.84 |
| ('Porsche 911 GT3 (991)', 'Tsukuba')                                                                   |       1 |  61.34   |  61.34 |  61.34 |
| ('Porsche 911 GT3 (991)', 'Vairano Handling Course')                                                   |       1 |  72.88   |  72.88 |  72.88 |
| ('Porsche 911 GT3 (991)', 'Virginia International Raceway Grand East Course (Post 01/2014)')           |       1 | 170.4    | 170.4  | 170.4  |
| ('Porsche 911 GT3 (991)', 'Eurospeedway Lausitz')                                                      |       1 |  92      |  92    |  92    |
| ('Porsche 911 GT3 (991)', 'Dijon-Prenois')                                                             |       1 |  88.97   |  88.97 |  88.97 |
| ('Porsche 911 GT3 (991)', 'Contidrom (3.8 Km)')                                                        |       1 |  88.9    |  88.9  |  88.9  |
| ('Porsche 911 GT3 (991)', 'Circuit De Nevers Magny-Cours Club')                                        |       1 |  78.95   |  78.95 |  78.95 |
| ('Porsche 911 GT3 ', 'Tsukuba')                                                                        |       1 |  60.2    |  60.2  |  60.2  |
| ('Porsche 911 GT3 ', 'Virginia International Raceway Grand East Course (Post 01/2014)')                |       1 | 167      | 167    | 167    |
| ('Porsche 911 GT3 ', 'Wakefield Park')                                                                 |       1 |  65.1    |  65.1  |  65.1  |
| ('Porsche 911 GT3 ', 'Willow Springs')                                                                 |       1 |  84.66   |  84.66 |  84.66 |
| ('Porsche 911 GT3 ', 'Zhejiang Circuit')                                                               |       1 |  98.45   |  98.45 |  98.45 |
| ('Porsche 911 GT3 (991)', 'Algarve International Circuit Portimao (Grand Prix)')                       |       1 | 123.02   | 123.02 | 123.02 |
| ('Porsche 911 GT3 (991)', 'Anglesey International Gp')                                                 |       1 |  98.1    |  98.1  |  98.1  |
| ('Porsche 911 GT3 (991)', 'Autozeitung Test Track')                                                    |       1 |  93.5    |  93.5  |  93.5  |
| ('Porsche 911 GT3 (991)', 'Bahrain International Circuit')                                             |       1 | 139      | 139    | 139    |
| ('Porsche 911 GT3 (991)', 'Balocco')                                                                   |       1 | 163.22   | 163.22 | 163.22 |
| ('Porsche 911 GT3 (991)', 'Barber Motorsports Park')                                                   |       1 |  95.76   |  95.76 |  95.76 |
| ('Porsche 911 GT3 (991)', 'Bilster Berg')                                                              |       1 | 105.79   | 105.79 | 105.79 |
| ('Porsche 911 GT3 (991)', 'Blyton Park Outer Circuit')                                                 |       1 |  66.6    |  66.6  |  66.6  |
| ('Porsche 911 GT3 (991)', 'Buttonwillow Configuration 1 Ccw')                                          |       1 | 117.94   | 117.94 | 117.94 |
| ('Porsche 911 GT3 (991)', 'Castle Combe')                                                              |       1 |  73.1    |  73.1  |  73.1  |
| ('Porsche 911 GT3 (991)', 'Chuckwalla Valley Raceway')                                                 |       1 | 112.53   | 112.53 | 112.53 |
| ('Porsche 911 GT3 (991)', 'Chuckwalla Valley Raceway Ccw')                                             |       1 | 111.1    | 111.1  | 111.1  |
| ('Porsche 911 Turbo S (992)', 'Buttonwillow Configuration 13')                                         |       1 | 115.21   | 115.21 | 115.21 |
| ('Porsche 911 Turbo S (992)', 'Circuit De Nevers Magny-Cours Club')                                    |       1 |  78.31   |  78.31 |  78.31 |
| ('Porsche 911 Turbo S (992)', 'Eurospeedway Lausitz')                                                  |       1 |  89.95   |  89.95 |  89.95 |
| ('Porsche Panamera 4S', 'Motortrend Figure-8')                                                         |       1 |  24.3    |  24.3  |  24.3  |
| ('Porsche Macan Turbo (400 PS)', 'Smolensk Ring')                                                      |       1 | 109.3    | 109.3  | 109.3  |
| ('Porsche Macan Turbo (400 PS)', 'Tsukuba')                                                            |       1 |  67.45   |  67.45 |  67.45 |
| ('Porsche Macan Turbo (400 PS)', 'Velo Citta (1.68 Km)')                                               |       1 |  64.81   |  64.81 |  64.81 |
| ('Porsche Macan Turbo (440 PS)', 'Area 27')                                                            |       1 | 166      | 166    | 166    |
| ('Porsche Macan Turbo (facelift)', 'Eurospeedway Lausitz')                                             |       1 | 101.16   | 101.16 | 101.16 |
| ('Porsche Macan Turbo (facelift)', 'Ncm Motorsports Park Grand Full')                                  |       1 | 144.58   | 144.58 | 144.58 |
| ('Porsche Panamera (Mk II)', 'Motortrend Figure-8')                                                    |       1 |  24.5    |  24.5  |  24.5  |
| ('Porsche Panamera 4', 'Autozeitung Test Track')                                                       |       1 | 103.4    | 103.4  | 103.4  |
| ('Porsche Panamera 4S (Mk I)', 'Autozeitung Test Track')                                               |       1 | 100.3    | 100.3  | 100.3  |
| ('Porsche Macan Turbo (400 PS)', 'Llandow')                                                            |       1 |  46.7    |  46.7  |  46.7  |
| ('Porsche Panamera 4S (Mk I)', 'Madras Motor Race Track')                                              |       1 | 122.55   | 122.55 | 122.55 |
| ('Porsche Panamera 4S (Mk I)', 'Tsukuba')                                                              |       1 |  66.15   |  66.15 |  66.15 |
| ('Porsche Panamera 4S (Mk II)', 'Anneau Du Rhin Short')                                                |       1 |  62.3    |  62.3  |  62.3  |
| ('Porsche Panamera 4S (Mk II)', 'Hockenheim Short')                                                    |       1 |  73.7    |  73.7  |  73.7  |
| ('Porsche Panamera 4S (Mk II)', 'Motortrend Figure-8')                                                 |       1 |  24      |  24    |  24    |
| ('Porsche Panamera 4S Diesel', 'Contidrom (3.63 Km)')                                                  |       1 |  96.1    |  96.1  |  96.1  |
| ('Porsche Panamera Diesel', 'Franciacorta')                                                            |       1 |  89.24   |  89.24 |  89.24 |
| ('Porsche Panamera Diesel (Mk I)', 'Vairano Handling Course')                                          |       1 |  83.66   |  83.66 |  83.66 |
| ('Porsche Macan Turbo (400 PS)', 'Ring Knutstrop (Conf 2)')                                            |       1 |  74.1    |  74.1  |  74.1  |
| ('Porsche Macan Turbo (400 PS)', 'Blyton Park Outer Circuit')                                          |       1 |  75.3    |  75.3  |  75.3  |
| ('Porsche Panamera Turbo S ', 'Autozeitung Test Track')                                                |       1 |  98.9    |  98.9  |  98.9  |
| ('Porsche Cayman S Sport (987)', 'Balocco')                                                            |       1 | 175.71   | 175.71 | 175.71 |
| ('Porsche Cayman S (987)', 'Serres Racing Circuit')                                                    |       1 |  95.25   |  95.25 |  95.25 |
| ('Porsche Cayman S (987)', 'Sportauto Wet Handling Test')                                              |       1 |  89.1    |  89.1  |  89.1  |
| ('Porsche Cayman S (987)', 'Texas World Speedway')                                                     |       1 | 130.72   | 130.72 | 130.72 |
| ('Porsche Cayman S (987)', 'Top Gear Track')                                                           |       1 |  86.7    |  86.7  |  86.7  |
| ('Porsche Cayman S (987)', 'Vairano Handling Course')                                                  |       1 |  83.45   |  83.45 |  83.45 |
| ('Porsche Cayman S (987)', 'Virginia International Raceway Grand East Course (Pre 01/2014)')           |       1 | 189.5    | 189.5  | 189.5  |
| ('Porsche Cayman S (987)', 'Willow Springs - Streets Of Willow')                                       |       1 |  88.91   |  88.91 |  88.91 |
| ('Porsche Cayman S (987)', 'Zolder')                                                                   |       1 | 112.82   | 112.82 | 112.82 |
| ('Porsche Cayman S Sport (987)', 'Circuit De Nevers Magny-Cours Club')                                 |       1 |  85.8    |  85.8  |  85.8  |
| ('Porsche Macan S', 'Moscow Raceway Gp')                                                               |       1 | 126.14   | 126.14 | 126.14 |
| ('Porsche Kremer CK-5', 'Circuit De La Sarthe (1979-1985)')                                            |       1 | 217.01   | 217.01 | 217.01 |
| ('Porsche Macan', 'Autozeitung Test Track')                                                            |       1 | 102.5    | 102.5  | 102.5  |
| ('Porsche Macan (Mk. I facelift)', 'Autozeitung Test Track')                                           |       1 | 102.1    | 102.1  | 102.1  |
| ('Porsche Macan GTS', 'Anglesey Coastal')                                                              |       1 |  79.15   |  79.15 |  79.15 |
| ('Porsche Macan GTS', 'Balocco')                                                                       |       1 | 180.09   | 180.09 | 180.09 |
| ('Porsche Macan GTS', 'Nürburgring Gp Sprint')                                                         |       1 | 103.1    | 103.1  | 103.1  |
| ('Porsche Macan GTS', 'Smolensk Ring')                                                                 |       1 | 109.5    | 109.5  | 109.5  |
| ('Porsche Macan GTS', 'Velo Citta (1.68 Km)')                                                          |       1 |  65.8    |  65.8  |  65.8  |
| ('Porsche Panamera GTS', 'Anneau Du Rhin Short')                                                       |       1 |  62      |  62    |  62    |
| ('Porsche Panamera GTS', 'Ascari Race Resort')                                                         |       1 | 153.68   | 153.68 | 153.68 |
| ('Porsche Panamera GTS', 'Balocco')                                                                    |       1 | 178.93   | 178.93 | 178.93 |
| ('Porsche Panamera Turbo (Mk II)', 'Motortrend Figure-8')                                              |       1 |  23.9    |  23.9  |  23.9  |
| ('Porsche Panamera Turbo (Mk II)', 'Autocar Snake')                                                    |       1 |  36.95   |  36.95 |  36.95 |
| ('Porsche Panamera Turbo (Mk II)', 'Autozeitung Test Track')                                           |       1 | 100.6    | 100.6  | 100.6  |
| ('Porsche Panamera Turbo (Mk II)', 'Contidrom (3.63 Km)')                                              |       1 |  99.5    |  99.5  |  99.5  |
| ('Porsche Panamera Turbo (Mk II)', 'Eurospeedway Lausitz')                                             |       1 |  96.7    |  96.7  |  96.7  |
| ('Porsche Panamera Turbo (Mk II)', 'Hockenheim Short')                                                 |       1 |  71.7    |  71.7  |  71.7  |
| ('Porsche Panamera Turbo (Mk II)', 'Inta')                                                             |       1 |  70.44   |  70.44 |  70.44 |
| ('Porsche Panamera Turbo (Mk II)', 'Llandow')                                                          |       1 |  45      |  45    |  45    |
| ('Porsche Panamera Turbo (Mk II)', 'Mendig Afb Circuit')                                               |       1 | 112.32   | 112.32 | 112.32 |
| ('Porsche Panamera Turbo (Mk II)', 'Nürburgring Nordschleife')                                         |       1 | 458      | 458    | 458    |
| ('Porsche Panamera GTS', 'Contidrom (3.3 Km)')                                                         |       1 |  95.68   |  95.68 |  95.68 |
| ('Porsche Panamera Turbo (Mk II)', 'Virginia International Raceway Grand East Course (Post 01/2014)')  |       1 | 179.2    | 179.2  | 179.2  |
| ('Porsche Panamera Turbo S', 'Autozeitung Test Track')                                                 |       1 |  97.2    |  97.2  |  97.2  |
| ('Porsche Panamera Turbo S', 'Circuit De Nevers Magny-Cours Club')                                     |       1 |  84.55   |  84.55 |  84.55 |
| ('Porsche Panamera Turbo S', 'Hockenheim Short')                                                       |       1 |  72.3    |  72.3  |  72.3  |
| ('Porsche Panamera Turbo S', 'Hockenheim Short "Powercar Layout"')                                     |       1 |  76      |  76    |  76    |
| ('Porsche Panamera Turbo S', 'Motortrend Figure-8')                                                    |       1 |  24.4    |  24.4  |  24.4  |
| ('Porsche Panamera Turbo S', 'Nürburgring Nordschleife')                                               |       1 | 472.2    | 472.2  | 472.2  |
| ('Porsche Panamera Turbo S', 'Sportauto Wet Handling Test')                                            |       1 | 100.6    | 100.6  | 100.6  |
| ('Porsche Panamera Turbo', 'Willow Springs - Streets Of Willow')                                       |       1 |  82.68   |  82.68 |  82.68 |
| ('Porsche Panamera Turbo', 'Tsukuba')                                                                  |       1 |  65.22   |  65.22 |  65.22 |
| ('Porsche Panamera Turbo', 'Ring Knutstrop (Conf 2)')                                                  |       1 |  73.6    |  73.6  |  73.6  |
| ('Porsche Panamera Turbo', 'Nürburgring Nordschleife')                                                 |       1 | 476      | 476    | 476    |
| ('Porsche Panamera GTS', 'Eurospeedway Lausitz')                                                       |       1 |  95.82   |  95.82 |  95.82 |
| ('Porsche Panamera GTS', 'Hockenheim Gp')                                                              |       1 | 118.7    | 118.7  | 118.7  |
| ('Porsche Panamera GTS', 'Hockenheim Short')                                                           |       1 |  73.5    |  73.5  |  73.5  |
| ('Porsche Panamera GTS', 'Le Mans (Bugatti)')                                                          |       1 | 117.8    | 117.8  | 117.8  |
| ('Porsche Panamera GTS', 'Motortrend Figure-8')                                                        |       1 |  23.7    |  23.7  |  23.7  |
| ('Porsche Panamera S', 'Autozeitung Test Track')                                                       |       1 | 103      | 103    | 103    |
| ('Porsche Panamera S', 'Goodwood')                                                                     |       1 |  93.9    |  93.9  |  93.9  |
| ('Porsche Panamera S', 'Inta')                                                                         |       1 |  72.63   |  72.63 |  72.63 |
| ('Porsche Panamera Turbo', 'Autozeitung Test Track')                                                   |       1 |  98.7    |  98.7  |  98.7  |
| ('Porsche Panamera Turbo', 'Balocco')                                                                  |       1 | 171.31   | 171.31 | 171.31 |
| ('Porsche Panamera Turbo', 'Bedford Autodrome West Circuit (06/2008 - 05/2015)')                       |       1 |  86.5    |  86.5  |  86.5  |
| ('Porsche Panamera Turbo', 'Bruntingthorpe')                                                           |       1 |  78.4    |  78.4  |  78.4  |
| ('Porsche Panamera Turbo', 'Castle Combe')                                                             |       1 |  86.8    |  86.8  |  86.8  |
| ('Porsche Panamera Turbo', 'Circuit De Nevers Magny-Cours Club')                                       |       1 |  84.78   |  84.78 |  84.78 |
| ('Porsche Panamera Turbo', 'El Toro Topgear Us')                                                       |       1 |  85.3    |  85.3  |  85.3  |
| ('Porsche Panamera Turbo', 'Inta')                                                                     |       1 |  71.05   |  71.05 |  71.05 |
| ('Porsche Panamera Turbo', 'Motortrend Figure-8')                                                      |       1 |  24.4    |  24.4  |  24.4  |
| ('Porsche Cayman S (987)', 'Road Atlanta')                                                             |       1 | 104      | 104    | 104    |
| ('Porsche Cayman S (987)', 'Ring Knutstrop (Conf 2)')                                                  |       1 |  76      |  76    |  76    |
| ('Porsche Cayman S (987)', 'Oulton Park (Full Circuit)')                                               |       1 | 122.05   | 122.05 | 122.05 |
| ('Porsche Cayman S', 'Laguna Seca (Post 1988)')                                                        |       1 | 103      | 103    | 103    |
| ('Porsche Cayman S', 'Autozeitung Test Track')                                                         |       1 | 100.6    | 100.6  | 100.6  |
| ('Porsche Cayman S', 'Balocco')                                                                        |       1 | 175.04   | 175.04 | 175.04 |
| ('Porsche Cayman S', 'Bruntingthorpe')                                                                 |       1 |  79.3    |  79.3  |  79.3  |
| ('Porsche Cayman S', 'Buttonwillow Configuration 26')                                                  |       1 | 125.1    | 125.1  | 125.1  |
| ('Porsche Cayman S', 'Contidrom (3.3 Km)')                                                             |       1 |  96.52   |  96.52 |  96.52 |
| ('Porsche Cayman S', 'Fuji Speedway (Post 2005)')                                                      |       1 | 121.71   | 121.71 | 121.71 |
| ('Porsche Cayman S', 'Haute Saintonge')                                                                |       1 |  64.43   |  64.43 |  64.43 |
| ('Porsche Cayman S', 'Hockenheim Short')                                                               |       1 |  73.9    |  73.9  |  73.9  |
| ('Porsche Cayman S', 'Nürburgring Nordschleife')                                                       |       1 | 486      | 486    | 486    |
| ('Porsche Cayman S (981)', 'Autoclub Speedway Sportcar')                                               |       1 | 112      | 112    | 112    |
| ('Porsche Cayman S', 'Ring Knutstrop (Conf 2)')                                                        |       1 |  72.7    |  72.7  |  72.7  |
| ('Porsche Cayman S', 'Rockingham International Super Sportscar')                                       |       1 |  97.07   |  97.07 |  97.07 |
| ('Porsche Cayman S', 'Sportauto Wet Handling Test')                                                    |       1 |  94.4    |  94.4  |  94.4  |
| ('Porsche Cayman S', 'Thunderhill Park East')                                                          |       1 | 120.81   | 120.81 | 120.81 |
| ('Porsche Cayman S', 'Tsukuba')                                                                        |       1 |  66.65   |  66.65 |  66.65 |
| ('Porsche Cayman S', 'Virginia International Raceway Grand East Course (Pre 01/2014)')                 |       1 | 185.8    | 185.8  | 185.8  |
| ('Porsche Cayman S', 'Wakefield Park')                                                                 |       1 |  68.7    |  68.7  |  68.7  |
| ('Porsche Cayman S', 'Willow Springs')                                                                 |       1 |  98.3    |  98.3  |  98.3  |
| ('Porsche Cayman S', 'Anglesey National')                                                              |       1 |  64.1    |  64.1  |  64.1  |
| ('Porsche Cayman R (987)', 'Virginia International Raceway Grand East Course (Pre 01/2014)')           |       1 | 183.9    | 183.9  | 183.9  |
| ('Porsche Cayman R (987)', 'Spring Mountain (Radical Loop Section)')                                   |       1 |  81.88   |  81.88 |  81.88 |
| ('Porsche Cayman R (987)', 'Sportauto Wet Handling Test')                                              |       1 |  97.2    |  97.2  |  97.2  |
| ('Porsche Cayman GTS (981)', 'Motortrend Figure-8')                                                    |       1 |  23.8    |  23.8  |  23.8  |
| ('Porsche Cayman GTS (981)', 'Road Atlanta')                                                           |       1 | 102      | 102    | 102    |
| ('Porsche Cayman GTS (981)', 'Spa Francorchamps')                                                      |       1 | 168.6    | 168.6  | 168.6  |
| ('Porsche Cayman GTS (981)', 'Top Gear Track')                                                         |       1 |  81.6    |  81.6  |  81.6  |
| ('Porsche Cayman GTS (981)', 'Winton (National Circuit)')                                              |       1 |  97.7    |  97.7  |  97.7  |
| ('Porsche Cayman R (987)', 'Adria')                                                                    |       1 |  92.59   |  92.59 |  92.59 |
| ('Porsche Cayman R (987)', 'Anglesey National')                                                        |       1 |  62.4    |  62.4  |  62.4  |
| ('Porsche Cayman R (987)', 'Balocco')                                                                  |       1 | 175.12   | 175.12 | 175.12 |
| ('Porsche Cayman R (987)', 'Bedford Autodrome West Circuit (06/2008 - 05/2015)')                       |       1 |  84.6    |  84.6  |  84.6  |
| ('Porsche Cayman R (987)', 'Contidrom (3.3 Km)')                                                       |       1 |  92.97   |  92.97 |  92.97 |
| ('Porsche Cayman R (987)', 'Fuji Speedway (Post 2005)')                                                |       1 | 136.08   | 136.08 | 136.08 |
| ('Porsche Cayman R (987)', 'Hockenheim Short')                                                         |       1 |  72.4    |  72.4  |  72.4  |
| ('Porsche Cayman R (987)', 'Inta')                                                                     |       1 |  71.26   |  71.26 |  71.26 |
| ('Porsche Cayman R (987)', 'Laguna Seca (Post 1988)')                                                  |       1 | 101.64   | 101.64 | 101.64 |
| ('Porsche Cayman R (987)', 'Mireval')                                                                  |       1 |  96.15   |  96.15 |  96.15 |
| ('Porsche Cayman R (987)', 'Motortrend Figure-8')                                                      |       1 |  24.5    |  24.5  |  24.5  |
| ('Porsche Cayman R (987)', 'Nürburgring Nordschleife')                                                 |       1 | 490      | 490    | 490    |
| ('Porsche Cayman S', 'Winton (National Circuit)')                                                      |       1 | 100      | 100    | 100    |
| ('Porsche Cayman S (981)', 'Blyton Park Circuit')                                                      |       1 |  65.5    |  65.5  |  65.5  |
| ('Porsche Cayman S (987)', 'Oschersleben')                                                             |       1 | 107.9    | 107.9  | 107.9  |
| ('Porsche Cayman S (987)', 'Bedford Autodrome Wet Handling Test')                                      |       1 |  55.35   |  55.35 |  55.35 |
| ('Porsche Cayman S (987)', 'Adm Miachkovo')                                                            |       1 | 119.15   | 119.15 | 119.15 |
| ('Porsche Cayman S (987)', 'Anglesey National')                                                        |       1 |  64.3    |  64.3  |  64.3  |
| ('Porsche Cayman S (987)', 'Autocar Dry Handling Track')                                               |       1 |  76.3    |  76.3  |  76.3  |
| ('Porsche Cayman S (987)', 'Autocar Wet Handling Track')                                               |       1 |  72.1    |  72.1  |  72.1  |
| ('Porsche Cayman S (987)', 'Autozeitung Test Track')                                                   |       1 | 101.2    | 101.2  | 101.2  |
| ('Porsche Cayman S (987)', 'Balocco')                                                                  |       1 | 175.09   | 175.09 | 175.09 |
| ('Porsche Cayman S (987)', 'Bedford Autodrome East Circuit')                                           |       1 |  68.1    |  68.1  |  68.1  |
| ('Porsche Cayman S (987)', 'Bedford Autodrome West Circuit (2004 - 06/2008)')                          |       1 |  86.85   |  86.85 |  86.85 |
| ('Porsche Cayman S (987)', 'Circuit De Nevers Magny-Cours Club')                                       |       1 |  88.35   |  88.35 |  88.35 |
