report.txt

####################################################################################################################################

-Laps report:
--Laps count: 14803

######################

--Tracks laptimes stats:

| Track_Name                                                      |   Lap_Counter |   Lap_Mean |   Lap_Max |   Lap_Min |
| Bryant Park Hillclimb                                           |             2 |    61.4    |     61.7  |     61.1  |
| Sandown                                                         |             2 |    79.88   |     83    |     76.76 |
| Ascari                                                          |             1 |   124.91   |    124.91 |    124.91 |
| Buttonwillow Configuration 13 A Ccw                             |             1 |   123.81   |    123.81 |    123.81 |
| Knockhill International Circuit                                 |             1 |    57.02   |     57.02 |     57.02 |
| Monticello Motor Club (Full Length)                             |             1 |   153.25   |    153.25 |    153.25 |
| Palm Beach International Raceway                                |             1 |    79.45   |     79.45 |     79.45 |
| Donington Park Gp (Post 1985)                                   |             1 |   111.23   |    111.23 |    111.23 |
| Sendai Hi-Land Raceway                                          |             1 |   145.76   |    145.76 |    145.76 |
| Circuit De Ledenon                                              |             1 |   122.5    |    122.5  |    122.5  |
| Vasco Sameiro (Braga)                                           |             1 |    93.68   |     93.68 |     93.68 |
| Pikes Peak                                                      |             1 |   708.26   |    708.26 |    708.26 |
| Castelloli Circuit                                              |             1 |   117.38   |    117.38 |    117.38 |
| Aragon                                                          |             1 |   140      |    140    |    140    |
| Chuckwalla Valley Raceway Ccw                                   |             1 |   111.1    |    111.1  |    111.1  |
| Pittsburgh International Race Complex                           |             1 |   100.49   |    100.49 |    100.49 |
| Putnam Park                                                     |             1 |    74.75   |     74.75 |     74.75 |
| Alastaro Circuit                                                |             1 |    91.98   |     91.98 |     91.98 |
| Lydden Hill                                                     |             1 |    47.23   |     47.23 |     47.23 |
| Buttonwillow Configuration 13 A                                 |             1 |   123.16   |    123.16 |    123.16 |
| Oulton Park (Island Circuit)                                    |             1 |    91.42   |     91.42 |     91.42 |
| Vallelunga International Circuit                                |             1 |   131.65   |    131.65 |    131.65 |
| Grand Sambuc                                                    |             1 |    74.9    |     74.9  |     74.9  |
| Summit Point                                                    |             1 |    87.76   |     87.76 |     87.76 |
| Spring Mountain (Mansell C)                                     |             1 |   148.76   |    148.76 |    148.76 |
| Nürburgring Nordschleife (1967-1970)                            |             1 |   511.9    |    511.9  |    511.9  |
| Eurospeedway Lausitz Gp                                         |             1 |   121.07   |    121.07 |    121.07 |
